rua,cep,bairro,cidade,uf
Rua João Virgílio,12312320,Cidade Salvador,Jacareí,SP
Rua Messias Santos Júnior,12319070,Jardim Colinas,Jacareí,SP
Rua Montana,12321660,Jardim Flórida,Jacareí,SP
Rua Orlandina de Lima Maciel,12321340,Jardim Emília,Jacareí,SP
Avenida Piratininga,12326260,Veraneio Irajá,Jacareí,SP
Rua Quatro,12333070,Chácaras Condomínio Recanto Pássaros II,Jacareí,SP
Avenida Santos Dumont,12327400,Jardim Liberdade,Jacareí,SP
Rua São Manoel,12331320,Jardim Santana,Jacareí,SP
Estrada São José Operário,12340540,Chácaras Rurais de Guararema,Jacareí,SP
Rua do Sol Nascente,12323210,Jardim Panorama,Jacareí,SP
Rua Treze,12329012,Parque Imperial,Jacareí,SP
Avenida Vereador Afonso Rosa da Silva,12328460,Jardim Santa Maria,Jacareí,SP
Rua Antônio Lellis Vieira,12311160,Parque Califórnia,Jacareí,SP
Rua Aristides Siqueira,12319360,Jardim Olympia,Jacareí,SP
Rua Auro de Moura Andrade,12322750,Jardim Jacinto,Jacareí,SP
Estrada Brotas,12333380,Chácaras Condomínio Recanto Pássaros II,Jacareí,SP
Rua Caminho do Alto,12334070,Condomínio Lagoinha,Jacareí,SP
Rua Martinho Macedo,12318070,Jardim Maria Amélia,Jacareí,SP
Rua Emídio Pereira de Mesquita,12306170,Jardim das Indústrias,Jacareí,SP
Rua Expedicionário João Santana ( Conjunto BNH - Corrego Seco ),12306110,Jardim das Indústrias,Jacareí,SP
Rua Florisbela,12307560,Vila Formosa,Jacareí,SP
Rua Jaime de Moraes,12322540,São João,Jacareí,SP
Rua José Pinto de Oliveira,12324290,Jardim do Portal,Jacareí,SP
Avenida Julião Stuer Brison,12318010,Jardim Maria Amélia,Jacareí,SP
Rua das Lavras,12319030,Jardim Colinas,Jacareí,SP
Rua Luiz Martins Moreira,12327440,Jardim Liberdade,Jacareí,SP
Rua Manoel Honorato da Costa,12311050,Parque Califórnia,Jacareí,SP
Rua Monteiro Lobato,12308240,Centro,Jacareí,SP
Viela Oito,12309710,Parque Santo Antônio,Jacareí,SP
Rua Professora Inês Michaela da Silva de Souza,12328370,Jardim Santa Maria,Jacareí,SP
Rua Constitucionalista Benedicto Guedes Filho,12319080,Jardim Colinas,Jacareí,SP
Estrada Rio Paratei,12331050,Conjunto Residencial Vinte e Dois de Abril,Jacareí,SP
Travessa São Marcos,12327669,Jardim São José,Jacareí,SP
Rua Ex-Combatente José de Oliveira,12324778,Jardim Terras de São João,Jacareí,SP
Rua Mário Siqueira Cardoso,12323680,Bandeira Branca,Jacareí,SP
Rua Acib Elias de Moraes,12320440,Cidade Jardim,Jacareí,SP
Rua Alberto Capucci,12318390,Jardim das Oliveiras,Jacareí,SP
Rua Alzira Pires de Moraes,12322090,Jardim América,Jacareí,SP
Rua Anne Marie Andrewr,12321360,Jardim Emília,Jacareí,SP
Rua Ary D'Avila,12324772,Jardim Terras de São João,Jacareí,SP
Estrada do Barão,12332240,Jardim Alvorada,Jacareí,SP
Rua Benedito Gomes Cruz Costa,12316530,Jardim Paraíso,Jacareí,SP
Avenida C,12326040,Veraneio Irajá,Jacareí,SP
Rua Capitão Edu Figueiredo,12328310,Chácaras Rurais Santa Maria,Jacareí,SP
Rua Cassiano Ricardo,12326770,Veraneio Ijal,Jacareí,SP
Rua Chafic Mogames,12323630,Bandeira Branca,Jacareí,SP
Estrada Cobras,12340290,Bom Jesus,Jacareí,SP
Rua dos Curiós,12333120,Chácaras Condomínio Recanto Pássaros II,Jacareí,SP
Rua Dinamarca,12315090,Jardim Colônia,Jacareí,SP
"Rodovia Dom Pedro I - até km 3,900",12330000,Chácaras Reunidas Igarapés,Jacareí,SP
"Rodovia Dom Pedro I - do km 4,000 ao km 15,000",12332000,Jardim Bela Vista,Jacareí,SP
Rua Doutor Pompílio Mercadante,12308510,Centro,Jacareí,SP
Rua Escócia,12315150,Jardim Colônia,Jacareí,SP
Rua Expedicionário Sebastião Antônio de Campos,12307180,Parque Itamarati,Jacareí,SP
Rua General Carneiro - até 335/336,12308060,Centro,Jacareí,SP
Rua General Carneiro - de 337/338 ao fim,12308061,Centro,Jacareí,SP
Rua Graça Aranha,12324370,Jardim Nova Esperança,Jacareí,SP
Rua Heráclides Sant'Ana,12306570,Jardim Primavera,Jacareí,SP
Rua Ignácio Pinheiro,12323010,Jardim Vista Verde,Jacareí,SP
Rua João Abílio da Costa,12328040,Jardim Santa Maria,Jacareí,SP
Viela João Parente,12308080,Centro,Jacareí,SP
Avenida Jorge Malaquias Pereira,12324450,Jardim Nova Esperança,Jacareí,SP
Rua José Cândido Cappelli,12306737,Jardim Altos de Santana I,Jacareí,SP
Avenida Lafayete Benedito Briant,12319440,Jardim do Vale,Jacareí,SP
Rua dos Lírios,12309660,Parque Santo Antônio,Jacareí,SP
Praça Maria Benedita das Dores,12305770,Jardim Califórnia,Jacareí,SP
Rua Mato Grosso,12305040,Jardim Marcondes,Jacareí,SP
Estrada Municipal,12325310,Cidade Nova Jacareí,Jacareí,SP
Avenida Oito,12318100,Jardim Maria Amélia,Jacareí,SP
Viela Onze,12309370,Parque Santo Antônio,Jacareí,SP
Rua das Orquídeas,12309420,Parque Santo Antônio,Jacareí,SP
Rua das Paineiras,12306450,Jardim Primavera,Jacareí,SP
Rua Paulo César Giordano Guazzelli,12319420,Jardim Olympia,Jacareí,SP
Rua Pedro Rodrigues da Mota,12340120,Jardim Boa Vista,Jacareí,SP
Rua Potiguara,12330060,Chácaras Reunidas Igarapés,Jacareí,SP
Rua Joviano Câmara,12332170,Jardim Alvorada,Jacareí,SP
Viela Quinze,12306370,Jardim Primavera,Jacareí,SP
Avenida Rômulo Rossi,12315660,Jardim Santo Antônio da Boa Vista,Jacareí,SP
Rua Rosana Rocha Moreira,12306734,Jardim Altos de Santana I,Jacareí,SP
Rua Santa Helena,12322550,São João,Jacareí,SP
Rua São Miguel,12320650,Jardim Didinha,Jacareí,SP
Avenida Cyro de Siqueira Armani,12318080,Jardim Maria Amélia,Jacareí,SP
Rua Tailândia,12315130,Jardim Colônia,Jacareí,SP
Rua Tibiriçá,12308290,Centro,Jacareí,SP
Rua Tupinambás,12305240,Jardim Luiza,Jacareí,SP
Rua José Alves de Miranda,12329025,Parque Imperial,Jacareí,SP
Rua Vicente Giordano,12307650,Vila Formosa,Jacareí,SP
Avenida Alfredo de Macedo,12318370,Jardim das Oliveiras,Jacareí,SP
Rua Antônio Garcia Romero,12341010,Vila Garcia (São Silvestre),Jacareí,SP
Rua Aparecida Ramos de Brito,12324600,Jardim Nova Esperança,Jacareí,SP
Viela Cinco,12319090,Jardim Colinas,Jacareí,SP
Rua Doutor Armando Azevedo,12316260,Jardim Paraíso,Jacareí,SP
Rua Emílio de Menezes,12310620,Vila Zezé,Jacareí,SP
Rua Evaristo Machado,12327676,Jardim Paraíba,Jacareí,SP
Praça dos Expedicionários,12308700,Centro,Jacareí,SP
Rua Francisco Gomes da Silva,12321470,Jardim Emília,Jacareí,SP
Rua dos Ipês,12309550,Parque Santo Antônio,Jacareí,SP
Rua Israel Albino,12323640,Bandeira Branca,Jacareí,SP
Rua João Eugênio de Souza,12324777,Jardim Terras de São João,Jacareí,SP
Rua José Milicio de Souza,12316160,Jardim Paraíso,Jacareí,SP
Rua Lucinda Leite de Siqueira,12320510,Cidade Jardim,Jacareí,SP
Rua Manoel Guardia Ruiz,12323650,Bandeira Branca,Jacareí,SP
Rua Minas Gerais,12307060,Vila Pinheiro,Jacareí,SP
Rua Neif Ismael Rachid,12319540,Jardim do Vale,Jacareí,SP
Rua Otto Lara Resende,12330140,Veraneio Ijal,Jacareí,SP
Rua Pará,12307120,Vila Pinheiro,Jacareí,SP
Rua Professor Boris Grimberg,12321460,Jardim Emília,Jacareí,SP
Rua Projetada,12322360,Santa Cruz dos Lázaros,Jacareí,SP
Rua Quinze de Novembro,12327060,Centro,Jacareí,SP
Rua Salvador Preto,12308650,Centro,Jacareí,SP
Rua Santa Terezinha,12309010,Jardim Bela Vista,Jacareí,SP
Praça São Benedito,12312130,Cidade Salvador,Jacareí,SP
Rua São Silvestre,12312120,Cidade Salvador,Jacareí,SP
Estrada Madre Tereza de Calcutá,12340520,Chácaras Rurais de Guararema,Jacareí,SP
Estrada Tateishi,12331314,Jardim Santana,Jacareí,SP
Rua dos Tico-Ticos,12333100,Chácaras Condomínio Recanto Pássaros II,Jacareí,SP
Rua Umuarama,12326270,Veraneio Irajá,Jacareí,SP
Rua Vivina Prates de Santana,12329045,Parque Imperial,Jacareí,SP
Rua das Acácias,12309570,Parque Santo Antônio,Jacareí,SP
Rua Álvaro Sant'Anna,12318240,Jardim Maria Amélia,Jacareí,SP
Rua Ângelo Fioravante Rizzioli,12307270,Parque Itamarati,Jacareí,SP
Rua Arthur Gaspar Viana,12328020,Jardim Santa Maria,Jacareí,SP
Avenida Azênio de Azevedo Chaves,12328220,Jardim Santa Maria,Jacareí,SP
Rua Benedito Matarazzo,12310230,Conjunto São Benedito,Jacareí,SP
Rua Bolívar Darcy de Moraes,12323670,Bandeira Branca,Jacareí,SP
Rua Cândido Pires de Almeida,12308250,Centro,Jacareí,SP
Rua Carlos Magno,12310760,Vila Zezé,Jacareí,SP
Rua Antonio Carlos Bebiano Ramos,12329021,Parque Imperial,Jacareí,SP
Rua dos Ciprestes,12315600,Jardim Santo Antônio da Boa Vista,Jacareí,SP
Rua das Cotovias,12333160,Chácaras Condomínio Recanto Pássaros II,Jacareí,SP
Rua Innocêncio Teodoro de Siqueira,12323660,Bandeira Branca,Jacareí,SP
Rua Doutor Paulo de Oliveira Costa,12327040,Centro,Jacareí,SP
Rua Formosa,12307580,Vila Formosa,Jacareí,SP
Rua Frederico Lencione,12320220,Cidade Jardim,Jacareí,SP
Rua dos Girassóis,12309640,Parque Santo Antônio,Jacareí,SP
Rua Hélio D'Avila,12324776,Jardim Terras de São João,Jacareí,SP
Rua Irene Pucci Affanato,12309050,Jardim Bela Vista,Jacareí,SP
Avenida Jarbas Porto de Mattos,12328200,Jardim Santa Maria,Jacareí,SP
Rua João Leite de Oliveira,12318410,Jardim das Oliveiras,Jacareí,SP
Rua Jorge Mega,12319470,Jardim do Vale,Jacareí,SP
Rua José Bueno,12308560,Centro,Jacareí,SP
Rua Karan Simão Racy,12341150,Vila São João (São Silvestre),Jacareí,SP
Praça Leonidia Scavone,12327140,Centro,Jacareí,SP
Rua Maria de Lourdes Gonçalves Campos,12311110,Parque Califórnia,Jacareí,SP
Rua Mário Guerra,12328270,Jardim Santa Maria,Jacareí,SP
Rua Monte Alegre,12307690,Vila Aprazível,Jacareí,SP
Viela Nove,12309440,Parque Santo Antônio,Jacareí,SP
Estrada Santo Expedito,12340580,Chácaras Rurais de Guararema,Jacareí,SP
Rua Paranapanema,12327659,Jardim Paraíba,Jacareí,SP
Rua Paulo Iazzetti,12341200,Vila São João (São Silvestre),Jacareí,SP
Rua Pedro Joaquim Hardt,12308110,Centro,Jacareí,SP
Rua Quarenta e Um,12326440,Veraneio Irajá,Jacareí,SP
Rua Renato Egydio de Oliveira Carvalho,12311170,Parque Califórnia,Jacareí,SP
Rua Rodolfo Anselmo,12321510,Jardim Emília,Jacareí,SP
Rua São Basílio,12319020,Jardim Colinas,Jacareí,SP
Rua São José dos Campos,12306001,Jardim das Indústrias,Jacareí,SP
Rua Ubirajara Correa de Matos,12332130,Jardim Alvorada,Jacareí,SP
Rua Simone Laurino,12320310,Cidade Jardim,Jacareí,SP
Estrada Theofilo Teodoro Resende,12319000,Jardim Colinas,Jacareí,SP
Avenida Três de Julho,12331140,Conjunto Residencial Vinte e Dois de Abril,Jacareí,SP
Rua Trinta e Três,12326450,Veraneio Irajá,Jacareí,SP
Rua Venceslau Brás,12322640,Jardim Jacinto,Jacareí,SP
Rua Virgílio Carderelli,12322600,Jardim Independência,Jacareí,SP
Rua Yugoslávia,12315100,Jardim Colônia,Jacareí,SP
Avenida Dante Siani,12312420,Jardim Santa Marina,Jacareí,SP
Rua José Rodrigues Pimentel,12312425,Jardim Santa Marina,Jacareí,SP
Rua Ângela Aparecida Ramos,12312430,Jardim Santa Marina,Jacareí,SP
Rua Júlio Afrânio Peixoto,12301180,Loteamento Villa Branca,Jacareí,SP
Rua Aluiso Tancredo Belo Gonçalves de Azevedo,12326515,Veraneio Ijal,Jacareí,SP
Rua Rubem Braga,12301190,Loteamento Villa Branca,Jacareí,SP
Rua Francisco de Assis Gonçalves Campos,12312445,Jardim Santa Marina,Jacareí,SP
Rua Manoel Ignácio da Silva Alvarenga,12326516,Veraneio Ijal,Jacareí,SP
Rua Elis Regina,12301343,Loteamento Villa Branca,Jacareí,SP
Rua Murilo Mendes,12301200,Loteamento Villa Branca,Jacareí,SP
Rua Cazuza,12301342,Loteamento Villa Branca,Jacareí,SP
Rua Alfredo Taunay,12301210,Loteamento Villa Branca,Jacareí,SP
Rua Jorge de Lima,12301220,Loteamento Villa Branca,Jacareí,SP
Rua Clara Nunes,12301344,Loteamento Villa Branca,Jacareí,SP
Rua Sousandrade,12301230,Loteamento Villa Branca,Jacareí,SP
Rua Dom Oscar Romero,12312450,Jardim Santa Marina,Jacareí,SP
Avenida José Candido Porto,12301000,Loteamento Villa Branca,Jacareí,SP
Rua Ciro dos Anjos,12301240,Loteamento Villa Branca,Jacareí,SP
Avenida Carlos Gomes,12301345,Loteamento Villa Branca,Jacareí,SP
Rua Henrique Robledilho Valéri,12312455,Jardim Santa Marina,Jacareí,SP
Rua Tom Jobim,12301346,Loteamento Villa Branca,Jacareí,SP
Rua Pixinguinha,12301010,Loteamento Villa Branca,Jacareí,SP
Rua Nara Leão,12301347,Loteamento Villa Branca,Jacareí,SP
Rua Noel Rosa,12301020,Loteamento Villa Branca,Jacareí,SP
Rua Renato Russo,12301348,Loteamento Villa Branca,Jacareí,SP
Rua Raul Seixas,12301349,Loteamento Villa Branca,Jacareí,SP
Rua Jair de Almeida Silva,12312460,Jardim Santa Marina,Jacareí,SP
Avenida Plinio Marcos,12301350,Loteamento Villa Branca,Jacareí,SP
Rua Chiquinha Gonzaga,12301030,Loteamento Villa Branca,Jacareí,SP
Rua Conchetta Viola Magnani,12312465,Jardim Santa Marina,Jacareí,SP
Rua Clementina de Jesus,12301040,Loteamento Villa Branca,Jacareí,SP
Rua Ibere Camargo,12301370,Loteamento Villa Branca,Jacareí,SP
Rua Edmundo Pereira Filho,12312470,Jardim Santa Marina,Jacareí,SP
Rua Nelson Gonçalves,12301050,Loteamento Villa Branca,Jacareí,SP
Rua Adoniran Barbosa,12301060,Loteamento Villa Branca,Jacareí,SP
Rua Fábio Andreotti,12312475,Jardim Santa Marina,Jacareí,SP
Rua Aracy de Almeida,12301070,Loteamento Villa Branca,Jacareí,SP
Rua Almeida Garret,12301380,Loteamento Villa Branca,Jacareí,SP
Rua Carlos Brison,12312480,Jardim Santa Marina,Jacareí,SP
Rua Manoel Ferreira Garcia Redondo,12326531,Veraneio Ijal,Jacareí,SP
Rua Alberto Caieiro,12301080,Loteamento Villa Branca,Jacareí,SP
Rua Tristão do Alencar Araripe Júnior,12326545,Veraneio Ijal,Jacareí,SP
Rua Gilberto Freire,12301090,Loteamento Villa Branca,Jacareí,SP
Rua Cora Coralina,12301100,Loteamento Villa Branca,Jacareí,SP
Rua Padre Antônio Vieira,12301110,Loteamento Villa Branca,Jacareí,SP
Avenida Sérgio Milliet da Costa e Silva,12301120,Loteamento Villa Branca,Jacareí,SP
Rua Cruz e Souza,12301130,Loteamento Villa Branca,Jacareí,SP
Rua Mário Quintana,12301140,Loteamento Villa Branca,Jacareí,SP
Avenida das Linhas,12301150,Loteamento Villa Branca,Jacareí,SP
Rua Mario de Sá Carneiro,12301160,Loteamento Villa Branca,Jacareí,SP
Rua Bento Teixeira,12301400,Loteamento Villa Branca,Jacareí,SP
Rua Álvaro de Barros Lins,12301170,Loteamento Villa Branca,Jacareí,SP
Rua Manoel Botelho de Oliveira,12301420,Loteamento Villa Branca,Jacareí,SP
Rua Ségio Porto,12301500,Loteamento Villa Branca,Jacareí,SP
Rua Alvarenga Peixoto,12301440,Loteamento Villa Branca,Jacareí,SP
Rua Antônio Tomas de Sales,12326815,Veraneio Ijal,Jacareí,SP
Rua Manabu Branca,12301550,Loteamento Villa Branca,Jacareí,SP
Rua Aleijadinho,12301450,Loteamento Villa Branca,Jacareí,SP
Rua José Régio,12301460,Loteamento Villa Branca,Jacareí,SP
Avenida Portinari,12301560,Loteamento Villa Branca,Jacareí,SP
Rua Benedito Calixto,12301470,Loteamento Villa Branca,Jacareí,SP
Rua Cecília Meirelles,12326825,Veraneio Ijal,Jacareí,SP
Avenida Tarsila do Amaral,12301570,Loteamento Villa Branca,Jacareí,SP
Rua Silvia Alvarenga,12301480,Loteamento Villa Branca,Jacareí,SP
Rua Antônio da Silva Jardim,12326830,Veraneio Ijal,Jacareí,SP
Rua Hélio Oiticica,12301580,Loteamento Villa Branca,Jacareí,SP
Rua Flávio de Carvalho,12301490,Loteamento Villa Branca,Jacareí,SP
Rua Victor Brecheret,12301430,Loteamento Villa Branca,Jacareí,SP
Rua Caribe,12301390,Loteamento Villa Branca,Jacareí,SP
Rua Frei Santa Rita de Durão,12326835,Veraneio Ijal,Jacareí,SP
Rua Ricardo Reis,12301290,Loteamento Villa Branca,Jacareí,SP
Rua Fernando Pessoa,12301250,Loteamento Villa Branca,Jacareí,SP
Rua Dias Gomes,12301300,Loteamento Villa Branca,Jacareí,SP
Rua Julio Ribeiro,12326836,Veraneio Ijal,Jacareí,SP
Rua Quintino Bocaíuva,12301260,Loteamento Villa Branca,Jacareí,SP
Rua João Cabral de Mello Neto,12301310,Loteamento Villa Branca,Jacareí,SP
Rua Mário Veloso Paranhos Pederneiras,12326837,Veraneio Ijal,Jacareí,SP
Rua Eça de Queirós,12301270,Loteamento Villa Branca,Jacareí,SP
Rua Tomás Antônio Gonzaga,12301320,Loteamento Villa Branca,Jacareí,SP
Rua Nelson Rodrigues,12301280,Loteamento Villa Branca,Jacareí,SP
Avenida das Letras,12301330,Loteamento Villa Branca,Jacareí,SP
Rua Manoel Antônio de Almeida,12326840,Veraneio Ijal,Jacareí,SP
Avenida Villa Lobo,12301340,Loteamento Villa Branca,Jacareí,SP
Rua Claudio Manoel da Costa,12326845,Veraneio Ijal,Jacareí,SP
Rua Tim Maia,12301341,Loteamento Villa Branca,Jacareí,SP
Rua Antônio Nobre,12312565,Jardim Santa Marina,Jacareí,SP
Rua Artur Nabuntino Gonçalves de Azevedo,12326850,Veraneio Ijal,Jacareí,SP
Rua Luis Vaz de Camões,12312570,Jardim Santa Marina,Jacareí,SP
Rua Antônio Callado,12312575,Jardim Santa Marina,Jacareí,SP
Rua Bernardino da Costa Lopes,12326855,Veraneio Ijal,Jacareí,SP
Rua Vigilato Mancilha de Almeida,12312485,Jardim Santa Marina,Jacareí,SP
Rua José Correia da Silva Junior,12326860,Veraneio Ijal,Jacareí,SP
Rua José Luiz de Brito,12312490,Jardim Santa Marina,Jacareí,SP
Rua Mário Gonçalves de Campos,12312495,Jardim Santa Marina,Jacareí,SP
Rua Willian Shakespeare,12312600,Jardim Santa Marina,Jacareí,SP
Rua Nacib Abrahão Neme,12312500,Jardim Santa Marina,Jacareí,SP
Rua José Borrego,12312505,Jardim Santa Marina,Jacareí,SP
Avenida José Fortes Rangel,12312605,Jardim Santa Marina,Jacareí,SP
Rua Alexandre Herculano,12312545,Jardim Santa Marina,Jacareí,SP
Rua José Lino da Silva,12312510,Jardim Santa Marina,Jacareí,SP
Rua Paulo Mendes Campos,12312550,Jardim Santa Marina,Jacareí,SP
Rua Miguel Faria,12312515,Jardim Santa Marina,Jacareí,SP
Rua Piér José Ibrahim,12312610,Jardim Santa Marina,Jacareí,SP
Rua Jorge Rodrigues de Araújo,12312520,Jardim Santa Marina,Jacareí,SP
Rua Miguel Torga,12312580,Jardim Santa Marina,Jacareí,SP
Rua Edmundo de Moraes,12312615,Jardim Santa Marina,Jacareí,SP
Rua Ursulina Quina de Siqueira,12312525,Jardim Santa Marina,Jacareí,SP
Rua Darcy Ribeiro,12312530,Jardim Santa Marina,Jacareí,SP
Rua Visconde de Taunay,12312585,Jardim Santa Marina,Jacareí,SP
Rua Francisco Patrocínio,12312620,Jardim Santa Marina,Jacareí,SP
Rua Camilo Castelo Branco,12312535,Jardim Santa Marina,Jacareí,SP
Rua Junqueira Freire,12312540,Jardim Santa Marina,Jacareí,SP
Rua Ercules Paulo Ribeiro,12312625,Jardim Santa Marina,Jacareí,SP
Rua Padre Jonas Traversin,12312630,Jardim Santa Marina,Jacareí,SP
Rua Paulo Leminski,12312590,Jardim Santa Marina,Jacareí,SP
Rua Paulo Roberto Galvão,12312635,Jardim Santa Marina,Jacareí,SP
Rua Irmã Dorothy Mae Stang (Irmã Dorothy),12312640,Jardim Santa Marina,Jacareí,SP
Rua José Antonio Matias,12312655,Jardim Santa Marina,Jacareí,SP
Rua Vitalino Soares Leite,12312645,Jardim Santa Marina,Jacareí,SP
Rua Zelita Ruth da Silva Costa,12312660,Jardim Santa Marina,Jacareí,SP
Rua Olívia de Souza Leite,12312650,Jardim Santa Marina,Jacareí,SP
Rua Professor Tarcísio Francisco Barbosa,12312665,Jardim Santa Marina,Jacareí,SP
Rua César Camara de Lima Campos,12312595,Jardim Santa Marina,Jacareí,SP
Rua Manoel Truyts,12312670,Jardim Santa Marina,Jacareí,SP
Praça Roatary Club de Jacarei-Alorida,12327706,Jardim Pereira do Amparo,Jacareí,SP
Avenida José Cristóvão Arouca,12327707,Jardim Pereira do Amparo,Jacareí,SP
Rua Dom Fernando,12310011,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Michel,12310031,Parque dos Príncipes,Jacareí,SP
Rua Dom Afonso,12310012,Parque dos Príncipes,Jacareí,SP
Rua Sílvio Tibiriça de Almeida,12330131,Veraneio Ijal,Jacareí,SP
Rua Dom João II,12310001,Parque dos Príncipes,Jacareí,SP
Rua Dom Sancho I,12310002,Parque dos Príncipes,Jacareí,SP
Rua Princesa Anne Bourbon-Parma,12310003,Parque dos Príncipes,Jacareí,SP
Rua Príncipe James II,12310027,Parque dos Príncipes,Jacareí,SP
Rua Princesa Marie José,12310004,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Victorio Emmanuel,12310028,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Pedro III de Alcântara,12310005,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Pedro IV Gastão,12310006,Parque dos Príncipes,Jacareí,SP
Rua Princesa Dona Eleonora,12310029,Parque dos Príncipes,Jacareí,SP
Rua Princesa Paola Ruffo Di Calábria,12310007,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Akihito,12310008,Parque dos Príncipes,Jacareí,SP
Rua Dom Dinis,12310009,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Frederick,12310013,Parque dos Príncipes,Jacareí,SP
Rua Dom Afonso de Santa Maria,12310032,Parque dos Príncipes,Jacareí,SP
Rua Princesa Anne Marie Oldenbourg,12310014,Parque dos Príncipes,Jacareí,SP
Rua Dom Miguel,12310033,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Hassan II,12310015,Parque dos Príncipes,Jacareí,SP
Rua Princesa Margarete II,12310016,Parque dos Príncipes,Jacareí,SP
Rua Dom Carlos,12310034,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Juan Carlos,12310017,Parque dos Príncipes,Jacareí,SP
Rua Princesa Victoria,12310035,Parque dos Príncipes,Jacareí,SP
Rua Dom Henrique,12310018,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Naruhito,12310019,Parque dos Príncipes,Jacareí,SP
Rua Princesa Beatriz I,12310020,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Harald V,12310021,Parque dos Príncipes,Jacareí,SP
Rua Dom Luiz,12310036,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Pedro III H. Orleans e Bragança,12310022,Parque dos Príncipes,Jacareí,SP
Rua Princesa Diana,12310023,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Gaston D'Eu,12310037,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Hans Adans,12310024,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Rainier III,12310038,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Jean,12310025,Parque dos Príncipes,Jacareí,SP
Rua Dom Duarte,12310039,Parque dos Príncipes,Jacareí,SP
Rua Príncipe Henry IV,12310026,Parque dos Príncipes,Jacareí,SP
Rua Dom José I,12310047,Parque dos Príncipes,Jacareí,SP
Rua Dom Sebastião,12310048,Parque dos Príncipes,Jacareí,SP
Rua José Carlos dos Santos,12310049,Parque dos Príncipes,Jacareí,SP
Rua Princesa Isabel de Orleans e Bragança,12310040,Parque dos Príncipes,Jacareí,SP
Rua Maurício de Nassau,12310050,Parque dos Príncipes,Jacareí,SP
Rua Dom Antonio,12310041,Parque dos Príncipes,Jacareí,SP
Rua Cinquenta,12310051,Parque dos Príncipes,Jacareí,SP
Rua Dona Maria I,12310042,Parque dos Príncipes,Jacareí,SP
Rua Januária Maria de Bragança,12310052,Parque dos Príncipes,Jacareí,SP
Rua Teodósio de Bragança,12310053,Parque dos Príncipes,Jacareí,SP
Rua Imperatriz Elizabeth da Áustria,12310043,Parque dos Príncipes,Jacareí,SP
Rua Dom João V,12310044,Parque dos Príncipes,Jacareí,SP
Rua Dom Felipe I,12310045,Parque dos Príncipes,Jacareí,SP
Rua Dom Manoel,12310046,Parque dos Príncipes,Jacareí,SP
Avenida Professor Joaquim Passos e Silva,12321311,Vila Ita,Jacareí,SP
Rua João Brandão,12321312,Vila Ita,Jacareí,SP
Rua Tarcísio Pelogia,12321313,Vila Ita,Jacareí,SP
Rua Luzia Machado Saldão,12321314,Vila Ita,Jacareí,SP
Rua Faustino de Oliveira Saldão,12321315,Vila Ita,Jacareí,SP
Rua Adílio Fereira Pinto,12321316,Vila Ita,Jacareí,SP
Rua Maria Barrios Madolen,12321317,Vila Ita,Jacareí,SP
Rua Lions Club,12321835,Jardim Marister,Jacareí,SP
Rua Princesa Dona Esperanza de Bourbon (Esposa de D. Pedro Gastão),12310030,Parque dos Príncipes,Jacareí,SP
Rua Dom Afonso Henriques (o conquistar),12310010,Parque dos Príncipes,Jacareí,SP
Rua Jorge Madid Filho,12306758,Jardim Altos de Santana II,Jacareí,SP
Rua Joaquim de Souza,12306759,Jardim Altos de Santana II,Jacareí,SP
Rua José Guardia Netto,12306760,Jardim Altos de Santana II,Jacareí,SP
Rua Tenente Odilon Costa Franco,12306761,Jardim Altos de Santana II,Jacareí,SP
Rua Francisco Leite da Silva Júnior,12306762,Jardim Altos de Santana II,Jacareí,SP
Rua Karim Madid,12306763,Jardim Altos de Santana II,Jacareí,SP
Rua Ivair Scavone,12306764,Jardim Altos de Santana II,Jacareí,SP
Rua Agostinho Rosa Toledo,12306765,Jardim Altos de Santana II,Jacareí,SP
Avenida Gil Milício de Souza,12306741,Jardim Altos de Santana II,Jacareí,SP
Rua Jornalista Marco Aurélio de Castro Monteiro,12306742,Jardim Altos de Santana II,Jacareí,SP
Rua Dois,12306743,Jardim Altos de Santana II,Jacareí,SP
Rua Eugênio de Magalhães Freire (Geninho),12306744,Jardim Altos de Santana II,Jacareí,SP
Rua Expedicionário Luiz Antonio da Silva (Luiz Guandu),12306745,Jardim Altos de Santana II,Jacareí,SP
Rua José Carlos Sales de Oliveira,12306746,Jardim Altos de Santana II,Jacareí,SP
Avenida Professora Nadilcéia Aparecida dos Santos Coelho,12306747,Jardim Altos de Santana II,Jacareí,SP
Rua Eddie Rilu de Araújo,12306748,Jardim Altos de Santana II,Jacareí,SP
Rua Fernando Samary França,12306749,Jardim Altos de Santana II,Jacareí,SP
